,GroupID,SessionID,LocationID,record_id,recording,start_time,end_time,latitude,longitude,Traffic,Other,Human,Natural,Pleasant,Eventful,pleasant,chaotic,vibrant,uneventful,calm,annoying,eventful,monotonous,overall,appropriateness,loudness,sss04,sss05,who01,who02,who03,who04,who05,WHO_sum,Age,Gender,occ00___1,occ00___2,occ00___3,occ00___4,occ00___5,occ00___6,occ00_other,edu00,eth00,eth00_other,misc00,misc01,misc03,misc03_other,use00,uni00,res00___1,res00___2,res00___3,res00___4,res00___5,res02,paper,language,Lockdown,FS_M0,FS_nrmse0,FS,FS_5,FS_10,FS_50,FS_90,FS_95,FS_Min,FS_Max,FS_5_FS_95,FS_10_FS_90,FS_Max_FS_Min,LAeq_M0,LAeq_nrmse0,LAeq,LAeq_5,LAeq_10,LAeq_50,LAeq_90,LAeq_95,LAeq_Min,LAeq_Max,LAeq_5_LAeq_95,LAeq_10_LAeq_90,LAeq_Max_LAeq_Min,N_M0,N_nrmse0,N_M1,N_nrmse1,N_M2,N_nrmse2,N_5,N_10,N_50,N_90,N_95,N_Min,N_Max,N_5_N_95,N_10_N_90,N_Max_N_Min,R_M0,R_nrmse0,R,R_5,R_10,R_50,R_90,R_95,R_Min,R_Max,R_5_R_95,R_10_R_90,R_Max_R_Min,S_M0,S_nrmse0,S_M1,S_nrmse1,S_M2,S_nrmse2,S,S_5,S_10,S_50,S_90,S_95,S_Min,S_Max,S_5_S_95,S_10_S_90,S_Max_S_Min,SIL_M0,SIL_nrmse0,SIL_5,SIL_10,SIL_50,SIL_90,SIL_95,SIL_Min,SIL_Max,SIL_5_SIL_95,SIL_10_SIL_90,SIL_Max_SIL_Min,T_M0,T_nrmse0,T_5,T_10,T_50,T_90,T_95,T_Min,T_Max,T_5_T_95,T_10_T_90,SpectralCentroid,MaxFreq,25,31,40,50,63,80,100,125,160,200,250,315,400,500,630,800,1000,1250,1600,2000,2500,3150,4000,5000,6300,8000,10000,12500,16000,20000,PeakSpectralCentroid,PeakMaxFreq,Peak_25,Peak_31,Peak_40,Peak_50,Peak_63,Peak_80,Peak_100,Peak_125,Peak_160,Peak_200,Peak_250,Peak_315,Peak_400,Peak_500,Peak_630,Peak_800,Peak_1000,Peak_1250,Peak_1600,Peak_2000,Peak_2500,Peak_3150,Peak_4000,Peak_5000,Peak_6300,Peak_8000,Peak_10000,Peak_12500,Peak_16000,Peak_20000,I_M0,I_nrmse0,I,I_5,I_10,I_50,I_90,I_95,I_Min,I_Max,I_5_I_95,I_10_I_90,I_Max_I_Min,LCeq_M0,LCeq_nrmse0,LCeq,LCeq_5,LCeq_10,LCeq_50,LCeq_90,LCeq_95,LCeq_Min,LCeq_Max,LCeq_5_LCeq_95,LCeq_10_LCeq_90,LCeq_Max_LCeq_Min,LZeq_M0,LZeq_nrmse0,LZeq,LZeq_5,LZeq_10,LZeq_50,LZeq_90,LZeq_95,LZeq_Min,LZeq_Max,LZeq_5_LZeq_95,LZeq_10_LZeq_90,LZeq_Max_LZeq_Min,THD_M0,THD_nrmse0,THD_5,THD_10,THD_50,THD_90,THD_95,THD_Min,THD_Max,THD_5_THD_95,THD_10_THD_90,THD_Max_THD_Min
1207,TM110,TateModern1,TateModern,637,12-54_5,2019-05-21 12:52,2019-05-21 12:56,51.508476,-0.100162,3,2,4,2,0.414213562,0.207106781,5,4,2,1,4,1,3,2,4,3,3,2,3,4,5,3,4,4,80,36,1,1,0,0,0,0,0,,7,6,,,,1,,4,2,1,1,0,0,0,,0,English,1,-1.949467716,19.00159977,0.021,0.0451,0.0405,0.018,0.0108,0.00985,0.00933,0.0526,0.03525,0.0297,0.04327,-2.568788217,929.3902942,64.33,68.39,66.56,62.98,60.99,60.63,59.71,74.21,7.76,5.57,14.5,-2.74653786,282319.2291,-2.864110015,11.20800503,-0.601569753,12.36454053,20.3,18.7,15.8,14.2,13.9,12.5,32.4,6.4,4.5,19.9,-2.342578076,27.60423841,0.0371,0.0501,0.0443,0.0333,0.0264,0.0247,0.0177,0.307,0.0254,0.0179,0.2893,-2.510734795,16.18139316,-2.595499997,16.08989853,-0.630936065,5.457998442,1.84,2.15,2.04,1.82,1.66,1.62,1.47,2.8,0.53,0.38,1.33,-2.529063099,451.3097864,59.69,58.07,55.09,53.1,52.66,51.25,66.29,7.03,4.97,15.04,-3.738904971,62063.89264,0.824,0.684,0.205,0.0665,0.0481,0,2.04,0.7759,0.6175,2148.74,25,66.55,65.79,65.11,64.25,64.01,59.64,56.25,55.88,55.54,53.86,54.91,57.03,56.08,56.83,58.61,56.95,54.01,52.74,51.05,51.12,46.26,44.71,42.64,36.56,33.48,32.94,31.46,30.98,30.27,22.52,2537,25,84.24,83.2,82.17,81.14,80.99,76.59,73.7,71.8,68,68.58,65.45,72.56,66.08,71.23,73.12,72.35,67.18,67.75,65,71.39,57.5,58.8,58.46,55.59,45.78,48.45,48.69,48.75,52.82,45.17,-3.032442937,26.09012752,0.495,0.815,0.701,0.46,0.356,0.339,0.282,1.06,0.476,0.345,0.778,-1.928735379,15.23107087,72.73,75.23,74.32,71.42,69.93,69.51,68.32,85.36,5.72,4.39,17.04,-1.992419583,65.33577089,78.34,82.45,80.9,75.49,72.21,71.65,70.16,93.83,10.8,8.69,23.67,-0.45543423,2.934930077,2.89,2.07,-0.06,-2.37,-2.93,-6.46,6.05,5.82,4.44,12.51
1208,TM111,TateModern1,TateModern,675,13-03_6,2019-05-21 13:00,2019-05-21 13:05,51.508476,-0.100162,3,3,3,2,0.5,0,4,2,4,4,4,2,4,2,3,4,3,4,4,4,4,4,4,4,80,52,1,1,0,0,0,0,0,,4,1,,,"always a variety of sound experiences, after all blended",1,,3,1,1,1,0,0,0,,1,English,1,-2.802992689,23.22112044,0.0269,0.06,0.0406,0.0226,0.0156,0.0145,0.0121,0.0696,0.0455,0.025,0.0575,-2.238340499,59.62425642,66.81,70.2,69.15,65.97,63.51,62.99,61.46,74.93,7.21,5.64,13.47,-2.763154612,1211544.923,-2.90197051,10.67359508,-1.056140758,45.16148742,23.4,22.5,19.2,16.7,16.2,14.6,29.5,7.2,5.8,14.9,-3.973503579,31.81654784,0.0461,0.0754,0.0662,0.0424,0.0317,0.0293,0.0207,0.147,0.0461,0.0345,0.1263,-2.849810718,24.21808819,-2.972450757,16.42347495,-0.928599671,5.475631737,1.91,2.19,2.11,1.9,1.7,1.64,1.53,2.74,0.55,0.41,1.21,-2.246970221,31.01082617,61.46,60.62,58.04,55.26,54.62,53.3,63.71,6.84,5.36,10.41,-3.629637297,8506.000853,0.683,0.472,0.161,0.0398,0.0243,0,1.78,0.6587,0.4322,2157.98,80,62.89,62.79,63.27,62.17,63.56,66,62.17,59.47,59.46,56.88,57.54,58.64,58.87,59.03,59.69,58.82,54.94,54.33,55.66,55.07,47.27,45.14,44.78,39.58,36.87,34.91,32.68,32.04,30.11,22.87,2598,800,76.91,76.64,74.96,73.43,72.04,72.44,68.61,66.58,69.41,65,64.52,67.74,69.56,72.6,72.22,77.22,68.23,71.01,68.14,69.37,59.25,55.22,57.1,54.76,55.91,50.04,46.53,48.93,50.12,45.51,-2.072415436,21.06791135,0.614,0.959,0.877,0.588,0.4,0.367,0.284,1.24,0.592,0.477,0.956,-2.047988378,11.273234,73.43,75.27,74.85,73.15,71.77,71.46,70.31,77.35,3.81,3.08,7.04,-2.169863722,48.73100961,76.64,80.21,79.44,75.45,73.25,72.75,71.82,82.76,7.46,6.19,10.94,-0.399085287,3.472201856,4.38,3.89,1.67,-0.38,-0.97,-3.04,5.95,5.35,4.27,8.99
1209,TM112,TateModern1,TateModern,673,13-04_7,2019-05-21 13:00,2019-05-21 13:05,51.508476,-0.100162,4,1,4,1,0.396446609,0.146446609,4,1,5,3,2,3,3,2,4,4,3,5,3,4,3,3,4,3,68,50,2,0,0,0,0,0,1,,6,7,japanese,,,1,,1,1,1,1,0,0,0,,1,English,1,-2.00314264,20.46854852,0.0181,0.0278,0.0259,0.0182,0.0102,0.0085,0.00589,0.0312,0.0193,0.0157,0.02531,-2.138095489,14.83833725,63.75,66.53,65.68,63.1,61.32,60.96,59.58,72.59,5.57,4.36,13.01,-2.55389555,23826.29427,-2.677802659,10.64756241,-0.877690457,6.640946535,19,18,16,14.5,14.3,12.8,23.9,4.7,3.5,11.1,-2.363278382,28.02926389,0.0363,0.0603,0.0496,0.0336,0.026,0.0241,0.0178,0.0941,0.0362,0.0236,0.0763,-2.790985006,18.60917875,-2.90705307,16.6546098,-0.823859346,5.612336083,1.83,2.08,2.01,1.82,1.65,1.62,1.53,2.66,0.46,0.36,1.13,-2.128065376,12.88564288,58.72,57.79,55.02,53.08,52.73,51.95,60.57,5.99,4.71,8.62,-3.586504404,2886.385576,0.506,0.395,0.144,0.0394,0.0266,0,1.69,0.4794,0.3556,1976.04,25,62.42,61.62,62.01,61.76,61.02,59.18,57.84,58.84,57.41,56.21,53.95,54.07,54.12,55.93,57,55.3,54.5,53.09,52.29,52.52,46.01,43.18,43.31,36.41,33.45,32.17,29.4,27.45,24.03,14.48,2319.61,25,77.54,74.39,72.43,70.78,70.07,68.34,65.34,66.07,64.73,68.83,64.14,67.82,68.85,68.73,73.92,63.19,65.76,60.81,60.8,66.57,56.02,55.72,56.22,51.99,47.06,45.2,43.16,38.86,38.06,30.68,-1.981313905,20.64659867,0.481,0.894,0.731,0.413,0.334,0.318,0.265,1.23,0.576,0.397,0.965,-1.978392149,10.27305719,70.77,73.14,72.16,70.34,69.28,69.03,68.34,76.74,4.11,2.88,8.4,-2.210319678,91.20217383,74.95,78.98,77.2,73.74,71.67,71.17,69.98,83.6,7.81,5.53,13.62,-0.392810715,3.032479786,3.56,3.01,0.55,-1.02,-1.5,-4.16,5.32,5.06,4.03,9.48
1210,TM115,TateModern1,TateModern,676,13-15_9,2019-05-21 13:15,2019-05-21 13:19,51.508476,-0.100162,3,2,4,2,0.633883476,0.780330086,5,3,5,1,2,1,5,1,4,4,3,3,4,4,4,3,4,4,76,70,1,0,0,1,0,0,0,,3,1,,,,2,,1,1,1,1,0,0,0,,0,English,1,-2.431615008,20.98767602,0.0207,0.0958,0.032,0.0117,0.00798,0.00669,0.00523,0.142,0.08911,0.02402,0.13677,-2.209810256,14.73969584,63.05,65.35,64.36,62.6,61.42,61.13,60.37,70.8,4.22,2.94,10.43,-2.67389821,42149.50482,-2.813061947,11.27221788,-0.956372671,5.026017056,18.2,17.4,15.7,14.5,14.2,12.7,25.1,4,2.9,12.4,-2.744146828,29.428165,0.0368,0.0531,0.0479,0.0355,0.0269,0.0256,0.0203,0.0913,0.0275,0.021,0.071,-2.917721033,40.06485407,-3.045245821,16.49131025,-0.850151161,5.407040638,1.72,2.05,1.95,1.7,1.52,1.48,1.31,2.67,0.57,0.43,1.36,-2.204416443,16.84318792,56.4,55.75,53.62,52.1,51.83,51.04,61.69,4.57,3.65,10.65,-3.749836668,9605.677725,0.716,0.5,0.166,0.0463,0.0327,0,1.29,0.6833,0.4537,2077.1,25,65.52,64.37,63.68,62.53,62.05,61.33,59.15,58.03,60.57,59.04,57.02,57.66,56.72,57.42,57.34,55.22,51.62,49.28,47.89,45.33,43.45,42.45,40.61,35.69,34.03,33.13,31.98,31.18,26.86,19.88,2323.59,25,84.47,84.14,83.07,82.35,81.09,75.45,80.35,77.17,74.84,71.21,67.63,67.42,67.34,67.28,71.04,69.7,63.22,59.04,60.79,55.04,57.08,57.11,52.91,47.64,48.32,46.57,46.7,46.96,41.15,34.63,-2.170216305,22.23238416,0.499,0.696,0.634,0.489,0.367,0.35,0.297,0.895,0.346,0.267,0.598,-2.09639521,12.69559612,72.68,76.45,71.85,70.4,69.48,69.25,67.92,87.69,7.2,2.37,19.77,-2.213262875,61.93365394,77.97,84.38,77.59,72.51,71.14,70.84,69.97,92.82,13.54,6.45,22.85,-0.624166494,3.261536522,5.02,4.37,1.43,-0.57,-1.19,-6.04,8.15,6.21,4.94,14.19
1211,TM116,TateModern1,TateModern,640,13-21_1,2019-05-21 13:19,2019-05-21 13:21,51.508476,-0.100162,2,2,5,4,0.487436867,0.823223305,5,4,5,1,1,1,4,1,5,5,4,5,5,4,4,4,3,5,80,24,2,1,0,0,0,0,0,,4,2,,,,1,,1,2,1,1,0,0,0,Sitting on the grass,0,English,1,-2.673343291,22.41954368,0.0379,0.0644,0.0597,0.0348,0.0236,0.0203,0.0188,0.081,0.0441,0.0361,0.0622,-2.540925803,701.206113,68.73,72.03,70.92,67.81,65.19,64.56,63.12,76.69,7.47,5.73,13.57,-2.779193781,931348.392,-2.890333931,10.83326507,-0.91011374,34.86088612,27.1,25.4,21.1,17.9,17.2,15.4,34.4,9.9,7.5,19,-2.294247064,27.67370319,0.0352,0.0501,0.0455,0.0335,0.0262,0.0246,0.0178,0.117,0.0255,0.0193,0.0992,-2.801909807,19.36332588,-2.881912945,16.68229584,-1.111948493,4.477857389,2.13,2.7,2.55,2.09,1.78,1.73,1.54,3.48,0.97,0.77,1.94,-2.708241908,2944.591531,64.95,63.72,60.3,57.14,56.5,54.67,68.65,8.45,6.58,13.98,-3.545152702,18583.4882,0.993,0.823,0.388,0.174,0.146,0,1.81,0.847,0.649,2088.05,630,59.05,61.03,60.94,60.4,60.88,59.85,58.74,58.09,61.26,60.3,58.41,57.4,58.89,58.49,61.74,60.09,57.89,58.09,55.37,55.47,54.63,51.97,49.94,40.79,36.63,35.63,32.83,31.27,26.96,16.56,2556.04,630,68.86,70.44,70.62,69.33,69.8,67.61,67.9,67.22,70.26,68.98,68.88,68.43,68.66,70.43,75.66,72.13,72.14,74.87,69.3,69.11,69.77,67.59,63.81,56.73,52.17,53.63,52.4,50.14,44.59,37.59,-2.05271292,21.56477324,0.393,0.539,0.489,0.373,0.308,0.29,0.247,1.12,0.249,0.181,0.873,-2.260086858,18.34393819,72.5,74.49,74.05,72.19,70.55,70.25,69.14,77.49,4.24,3.5,8.35,-2.10768388,11.99445743,73.53,75.49,75.03,73.27,71.82,71.46,70.38,77.79,4.03,3.21,7.41,-0.439053867,3.1171214,5.51,4.88,2.07,0.13,-0.26,-2.22,7.56,5.77,4.75,9.78
1212,TM116,TateModern1,TateModern,664,13-21_1,2019-05-21 13:19,2019-05-21 13:21,51.508476,-0.100162,2,4,5,2,0.176776695,0.573223305,4,4,4,2,2,3,4,1,2,4,4,3,3,4,4,4,4,4,80,24,1,0,0,0,0,0,1,,5,1,,,,1,,1,2,1,1,0,0,0,sitting on the grass,1,English,1,-2.673343291,22.41954368,0.0379,0.0644,0.0597,0.0348,0.0236,0.0203,0.0188,0.081,0.0441,0.0361,0.0622,-2.540925803,701.206113,68.73,72.03,70.92,67.81,65.19,64.56,63.12,76.69,7.47,5.73,13.57,-2.779193781,931348.392,-2.890333931,10.83326507,-0.91011374,34.86088612,27.1,25.4,21.1,17.9,17.2,15.4,34.4,9.9,7.5,19,-2.294247064,27.67370319,0.0352,0.0501,0.0455,0.0335,0.0262,0.0246,0.0178,0.117,0.0255,0.0193,0.0992,-2.801909807,19.36332588,-2.881912945,16.68229584,-1.111948493,4.477857389,2.13,2.7,2.55,2.09,1.78,1.73,1.54,3.48,0.97,0.77,1.94,-2.708241908,2944.591531,64.95,63.72,60.3,57.14,56.5,54.67,68.65,8.45,6.58,13.98,-3.545152702,18583.4882,0.993,0.823,0.388,0.174,0.146,0,1.81,0.847,0.649,2088.05,630,59.05,61.03,60.94,60.4,60.88,59.85,58.74,58.09,61.26,60.3,58.41,57.4,58.89,58.49,61.74,60.09,57.89,58.09,55.37,55.47,54.63,51.97,49.94,40.79,36.63,35.63,32.83,31.27,26.96,16.56,2556.04,630,68.86,70.44,70.62,69.33,69.8,67.61,67.9,67.22,70.26,68.98,68.88,68.43,68.66,70.43,75.66,72.13,72.14,74.87,69.3,69.11,69.77,67.59,63.81,56.73,52.17,53.63,52.4,50.14,44.59,37.59,-2.05271292,21.56477324,0.393,0.539,0.489,0.373,0.308,0.29,0.247,1.12,0.249,0.181,0.873,-2.260086858,18.34393819,72.5,74.49,74.05,72.19,70.55,70.25,69.14,77.49,4.24,3.5,8.35,-2.10768388,11.99445743,73.53,75.49,75.03,73.27,71.82,71.46,70.38,77.79,4.03,3.21,7.41,-0.439053867,3.1171214,5.51,4.88,2.07,0.13,-0.26,-2.22,7.56,5.77,4.75,9.78
1213,TM117,TateModern1,TateModern,674,13-25_3,2019-05-21 13:23,2019-05-21 13:27,51.508476,-0.100162,1,1,4,3,0.853553391,0.353553391,5,2,5,2,4,1,4,1,5,5,3,5,5,3,2,1,1,3,40,28,2,1,0,0,0,0,0,,7,3,,,,1,,1,1,1,1,0,0,0,,1,English,1,-2.202669956,21.69233032,0.0201,0.0277,0.0268,0.0198,0.0138,0.0115,0.0103,0.0312,0.0162,0.013,0.0209,-2.339809139,35.94744585,66.48,69.23,68.29,66.06,64.12,63.5,62.13,72.35,5.73,4.17,10.22,-2.648849081,77257.9532,-2.764702378,11.05565409,-0.551506791,41.83212552,22.8,21.9,19.3,17.3,16.9,15,26.6,5.9,4.6,11.6,-2.14961446,26.76255879,0.0371,0.0526,0.0473,0.0359,0.028,0.0264,0.0178,0.0831,0.0262,0.0193,0.0653,-2.908411603,26.15322058,-3.038105325,17.16867038,-0.766968737,5.924085294,1.88,2.17,2.09,1.86,1.7,1.66,1.53,2.39,0.51,0.39,0.86,-2.463839021,64.58424992,60.57,59.78,57.33,55.6,55.21,53.94,62.39,5.36,4.18,8.45,-2.958911555,42.36498163,0.803,0.642,0.268,0.116,0.0887,0,2.6,0.7143,0.526,2041.7,63,58.58,59.26,60.62,62.28,63.53,61.82,60.09,60.84,61.55,58.31,56.89,60.83,58.61,58.98,59.42,58.31,57.18,56.18,54.13,51.43,48.68,45.51,44.37,37.52,35.02,32.34,34.56,34.27,24.67,15.39,2365.47,1000,70.83,71.56,70.53,72.34,72.99,69.76,68.45,70.07,71.82,67.7,65.15,71.79,68.38,68.29,70.44,70.13,73.48,67.35,65.9,64.03,61.55,56.58,54.55,50.67,45.73,42.19,48.3,47.96,40.79,30.23,-2.218512461,23.19368991,0.4,0.524,0.495,0.394,0.315,0.295,0.213,0.7,0.229,0.18,0.487,-2.014649738,10.56335661,72.55,74.08,73.58,72.42,71.28,70.93,69.59,76.12,3.15,2.3,6.53,-1.968821503,10.25045846,73.7,75.54,74.93,73.39,72.25,71.88,70.45,79.45,3.66,2.68,9,-0.285323072,2.894773978,5.48,4.9,2.54,0.17,-0.33,-3.49,7.23,5.81,4.73,10.72
1214,TM118,TateModern1,TateModern,641,13-32_4,2019-05-21 13:27,2019-05-21 13:34,51.508476,-0.100162,2,1,5,3,0.353553391,0.042893219,4,4,4,3,4,2,2,2,4,3,3,4,5,3,3,2,2,3,52,53,2,1,0,0,0,0,0,,2,1,,,,2,,4,2,1,1,0,0,0,,0,English,1,-2.286690614,17.87858251,0.038,0.194,0.0788,0.017,0.00879,0.00776,0.00664,0.352,0.18624,0.07001,0.34536,-2.412829461,340.2989637,63.23,66.71,65.41,61.94,59.95,59.62,57.77,73.71,7.09,5.46,15.94,-2.804140662,529517.4969,-2.936186582,11.27934894,-0.836626139,98.46727817,18.4,17.3,14.9,13.3,12.9,11.1,31.2,5.5,4,20.1,-2.090668025,26.05621529,0.0343,0.0505,0.0444,0.0325,0.0254,0.0238,0.0165,0.112,0.0267,0.019,0.0955,-2.942502041,43.23303148,-3.083425504,16.76154783,-0.060041947,5.629010037,1.75,1.98,1.9,1.73,1.61,1.57,1.47,3.44,0.41,0.29,1.97,-2.462555306,438.6189392,57.94,56.63,53.46,51.6,51.2,49.55,65.3,6.74,5.03,15.75,-3.392474422,333.9448858,0.545,0.407,0.173,0.0682,0.0512,0,1.46,0.4938,0.3388,2129.12,50,62.62,62.45,62.64,63.65,63.08,57.84,56.02,56.25,57.71,53.85,54.93,55.51,55.22,56.24,57.59,54.93,52.73,50.83,50.64,47.12,44.84,42.72,40.96,35.67,34.72,34.38,31.62,31.35,28.6,19.56,2696.95,25,76.78,75.21,73.14,71.88,71.66,65.79,64.96,65.34,68.08,65.79,64.74,63.88,66.67,69.77,71.28,69.92,70.15,65,69.3,63.7,62,62.32,60.02,54.73,56.48,57.46,54.54,54.85,51.34,40.91,-3.436321601,26.37586317,0.463,0.792,0.649,0.412,0.319,0.3,0.237,1.51,0.492,0.33,1.273,-2.117178253,15.77725539,70.98,73.1,72.54,70.68,68.95,68.32,66.18,75.75,4.78,3.59,9.57,-2.226053194,99.5501889,74.81,78.7,77.39,73.73,71.46,70.95,69.08,82.32,7.75,5.93,13.24,-0.396971656,3.122297156,3.9,3.09,0.41,-1.71,-2.52,-5.76,6.05,6.42,4.8,11.81
1215,TM118,TateModern1,TateModern,665,13-32_4,2019-05-21 13:27,2019-05-21 13:34,51.508476,-0.100162,3,3,4,4,0.487436867,0.280330086,5,3,5,1,3,1,3,4,5,4,3,3,3,4,4,5,3,5,84,44,2,1,0,0,0,0,0,,3,1,,,,1,,4,2,1,1,0,0,0,,1,English,1,-2.286690614,17.87858251,0.038,0.194,0.0788,0.017,0.00879,0.00776,0.00664,0.352,0.18624,0.07001,0.34536,-2.412829461,340.2989637,63.23,66.71,65.41,61.94,59.95,59.62,57.77,73.71,7.09,5.46,15.94,-2.804140662,529517.4969,-2.936186582,11.27934894,-0.836626139,98.46727817,18.4,17.3,14.9,13.3,12.9,11.1,31.2,5.5,4,20.1,-2.090668025,26.05621529,0.0343,0.0505,0.0444,0.0325,0.0254,0.0238,0.0165,0.112,0.0267,0.019,0.0955,-2.942502041,43.23303148,-3.083425504,16.76154783,-0.060041947,5.629010037,1.75,1.98,1.9,1.73,1.61,1.57,1.47,3.44,0.41,0.29,1.97,-2.462555306,438.6189392,57.94,56.63,53.46,51.6,51.2,49.55,65.3,6.74,5.03,15.75,-3.392474422,333.9448858,0.545,0.407,0.173,0.0682,0.0512,0,1.46,0.4938,0.3388,2129.12,50,62.62,62.45,62.64,63.65,63.08,57.84,56.02,56.25,57.71,53.85,54.93,55.51,55.22,56.24,57.59,54.93,52.73,50.83,50.64,47.12,44.84,42.72,40.96,35.67,34.72,34.38,31.62,31.35,28.6,19.56,2696.95,25,76.78,75.21,73.14,71.88,71.66,65.79,64.96,65.34,68.08,65.79,64.74,63.88,66.67,69.77,71.28,69.92,70.15,65,69.3,63.7,62,62.32,60.02,54.73,56.48,57.46,54.54,54.85,51.34,40.91,-3.436321601,26.37586317,0.463,0.792,0.649,0.412,0.319,0.3,0.237,1.51,0.492,0.33,1.273,-2.117178253,15.77725539,70.98,73.1,72.54,70.68,68.95,68.32,66.18,75.75,4.78,3.59,9.57,-2.226053194,99.5501889,74.81,78.7,77.39,73.73,71.46,70.95,69.08,82.32,7.75,5.93,13.24,-0.396971656,3.122297156,3.9,3.09,0.41,-1.71,-2.52,-5.76,6.05,6.42,4.8,11.81
1216,TM119,TateModern1,TateModern,642,13-37_5,2019-05-21 13:35,2019-05-21 13:38,51.508476,-0.100162,2,2,4,4,0.280330086,0.030330086,4,2,4,3,3,2,4,4,4,4,3,1,3,3,2,2,2,4,52,30,1,1,0,0,0,0,0,,7,3,,,,2,,4,2,1,1,0,0,0,,0,English,1,-2.149564229,20.41370103,0.023,0.0535,0.044,0.0199,0.00899,0.00804,0.00627,0.06,0.04546,0.03501,0.05373,-2.438206629,326.9603462,61.89,65.16,64.09,60.99,59,58.63,57.42,70.81,6.53,5.09,13.39,-2.790336212,305031.3707,-2.917235228,11.59055403,-0.948556275,18.80266002,17.1,16.1,13.7,12.1,11.8,10.8,22.8,5.3,4,12,-2.008828076,25.57129252,0.033,0.044,0.041,0.032,0.0254,0.0237,0.0154,0.119,0.0203,0.0156,0.1036,-2.955193657,46.10344056,-3.078447906,17.04123794,-0.079182532,5.174828129,1.74,2.05,1.96,1.71,1.55,1.51,1.41,2.41,0.54,0.41,1,-2.621241894,968.9941011,56.73,55.65,52.68,50.76,50.25,49.18,60.14,6.48,4.89,10.96,-3.118832724,41.13996504,0.452,0.345,0.111,0.0243,0.0153,0,1.8,0.4367,0.3207,2029.35,31.5,60.43,61.49,60.77,60.28,60.58,56.48,54.54,53.68,53.6,52.67,52.42,53.86,54.92,55.06,56.26,54.14,52.02,48.96,47.65,45.43,42.93,40.97,39.58,33.03,31.48,30.19,28.99,28.53,24.84,16.79,2478.5,1000,69.6,70.23,69.28,69.07,71.02,66.64,63.04,62.37,61.38,62.22,62.39,62.82,68.84,64.87,70.94,66.54,72.58,60.78,62.14,62.53,57.04,55.82,56.08,46.06,47.46,45.08,45.24,44.49,42.71,34.99,-2.488402183,24.34267076,0.447,0.689,0.603,0.416,0.342,0.331,0.279,1.05,0.358,0.261,0.771,-2.020305733,11.36620842,68.9,71.43,70.54,68.56,67.08,66.69,65.56,73.1,4.74,3.46,7.54,-2.0478763,15.44609901,71.2,73.45,73.01,70.89,68.99,68.59,67,75.34,4.86,4.02,8.34,-0.27458658,3.132535953,3.19,2.5,0.04,-2.73,-3.51,-5.39,5.7,6.7,5.23,11.09
1217,TM120,TateModern1,TateModern,643,13-41_6,2019-05-21 13:39,2019-05-21 13:43,51.508476,-0.100162,3,3,4,1,0.103553391,0.146446609,3,3,4,4,2,2,4,3,4,3,3,1,3,4,3,3,4,5,76,18,2,1,0,0,1,0,0,,2,1,,,,2,,4,2,1,1,0,0,0,,0,English,1,-2.978023499,22.23976836,0.0415,0.0825,0.0731,0.0385,0.018,0.0157,0.0123,0.0994,0.0668,0.0551,0.0871,-2.844068077,25153.13796,68.15,72.79,71.38,66.59,62.05,61.63,60.45,77.53,11.16,9.33,17.08,-2.763062969,502276.5089,-2.8710295,10.88382605,-1.20906747,116.3025017,25.7,24.1,19.3,15.5,15.1,13.3,34.5,10.6,8.6,21.2,-2.031273076,25.61577712,0.0347,0.0502,0.0455,0.033,0.0257,0.0241,0.0178,0.139,0.0261,0.0198,0.1212,-2.998825274,70.17721996,-3.115389069,16.76349205,-1.249125258,4.752358405,2.04,2.44,2.35,2.03,1.72,1.66,1.49,2.87,0.78,0.63,1.38,-2.771147879,4584.787126,64.33,62.57,58.8,53.9,53.41,52.37,67.93,10.92,8.67,15.56,-3.431633064,3601.2346,1,0.736,0.287,0.0996,0.0696,0,2.41,0.9304,0.6364,2302.79,80,64.01,63.37,62.69,62.68,62.68,65.34,60.85,57.89,57.97,55.28,55.39,57.8,60.3,61.58,60.78,61.11,59.71,55.83,55.04,54.93,50.19,47.26,46.31,41.4,39.17,38.74,37.22,36.5,33.89,25.9,2579.17,500,79.48,76.32,76.19,76.3,76.4,77.54,72.06,70.61,68.41,66.47,63.89,68.5,76.22,80.56,73.95,79.77,77.66,72.83,72.82,73.09,64.64,60.64,58.43,57.38,51.89,52.03,53.15,52.21,50.3,45.24,-1.89202417,18.96806522,0.48,0.674,0.613,0.463,0.379,0.356,0.272,0.818,0.318,0.234,0.546,-1.977009943,13.30910693,73.77,76.97,75.63,72.62,71.03,70.59,68.94,84.3,6.38,4.6,15.36,-1.92324529,19.76792293,77.2,80.77,79.24,74.54,72.69,72.24,70.56,92.65,8.53,6.55,22.09,-0.387279764,3.202475176,4.41,3.86,0.83,-1.39,-2.19,-5.54,6.53,6.6,5.25,12.07
